0	0	978
1	1	633
2	2	152
3	3	968
4	4	229
5	5	78
6	6	1100
7	7	61
8	8	314
9	9	940
10	10	429
11	11	1053
12	12	447
13	13	626
14	14	356
15	15	728
16	16	966
17	17	404
18	18	829
19	19	778
20	20	896
21	21	208
22	22	351
23	23	493
32	24	338
33	25	244
34	26	368
35	27	489
36	28	898
37	29	1184
38	30	959
39	31	370
40	32	303
41	33	1075
42	34	1202
43	35	226
44	36	60
45	37	410
46	38	639
47	39	876
48	40	316
49	41	357
50	42	1139
51	43	144
52	44	931
53	45	410
54	46	1194
55	47	1207
64	48	1166
65	49	1033
66	50	222
67	51	173
68	52	1051
69	53	416
70	54	85
71	55	671
72	56	753
73	57	270
74	58	792
75	59	942
76	60	714
77	61	304
78	62	686
79	63	630
80	64	423
81	65	115
82	66	1039
83	67	669
84	68	1152
85	69	437
86	70	63
87	71	169
96	72	132
97	73	706
98	74	1159
99	75	1202
100	76	658
101	77	669
102	78	518
103	79	44
104	80	309
105	81	1161
106	82	442
107	83	1011
108	84	988
109	85	835
110	86	212
111	87	481
112	88	54
113	89	880
114	90	614
115	91	620
116	92	459
117	93	545
118	94	251
119	95	862
141	96	451
142	97	518
143	98	488
144	99	786
145	100	547
146	101	732
147	102	91
148	103	467
149	104	559
150	105	503
151	106	37
152	107	991
153	108	794
154	109	1160
155	110	1161
156	111	411
157	112	988
158	113	809
159	114	147
160	115	1050
161	116	1028
162	117	595
163	118	588
164	119	712
173	120	585
174	121	390
175	122	1147
176	123	1093
177	124	60
178	125	1059
179	126	176
180	127	350
181	128	320
182	129	952
183	130	86
184	131	211
185	132	700
186	133	675
187	134	105
188	135	268
189	136	269
190	137	911
191	138	99
192	139	280
193	140	921
194	141	95
195	142	829
196	143	53
205	144	1195
206	145	308
207	146	246
208	147	509
209	148	993
210	149	352
211	150	202
212	151	625
213	152	361
214	153	513
215	154	963
216	155	1202
217	156	1164
218	157	21
219	158	315
220	159	889
221	160	695
222	161	333
223	162	382
224	163	1107
225	164	697
226	165	305
227	166	998
228	167	870
237	168	928
238	169	579
239	170	377
240	171	556
241	172	425
242	173	913
243	174	129
244	175	334
245	176	1169
246	177	838
247	178	612
248	179	459
249	180	115
250	181	122
251	182	634
252	183	873
253	184	158
254	185	510
255	186	763
256	187	627
257	188	1150
258	189	369
259	190	697
260	191	611
282	192	979
283	193	577
284	194	739
285	195	1038
286	196	1216
287	197	741
288	198	695
289	199	665
290	200	310
291	201	169
292	202	369
293	203	1006
294	204	76
295	205	49
296	206	55
297	207	684
298	208	1101
299	209	554
300	210	147
301	211	874
302	212	737
303	213	585
304	214	368
305	215	928
314	216	845
315	217	632
316	218	734
317	219	729
318	220	162
319	221	285
320	222	316
321	223	247
322	224	395
323	225	1113
324	226	756
325	227	386
326	228	980
327	229	473
328	230	49
329	231	685
330	232	362
331	233	472
332	234	985
333	235	876
334	236	983
335	237	538
336	238	279
337	239	1152
346	240	363
347	241	696
348	242	24
349	243	1122
350	244	1040
351	245	411
352	246	706
353	247	848
354	248	713
355	249	339
356	250	434
357	251	869
358	252	874
359	253	317
360	254	838
361	255	766
362	256	559
363	257	1085
364	258	1162
365	259	1081
366	260	88
367	261	762
368	262	235
369	263	132
378	264	439
379	265	622
380	266	1012
381	267	501
382	268	1033
383	269	919
384	270	913
385	271	1125
386	272	367
387	273	847
388	274	1220
389	275	95
390	276	446
391	277	1061
392	278	599
393	279	623
394	280	1169
395	281	537
396	282	243
397	283	498
398	284	556
399	285	20
400	286	276
401	287	680
423	288	121
424	289	968
425	290	858
426	291	141
427	292	1102
428	293	530
429	294	213
430	295	104
431	296	1026
432	297	38
433	298	498
434	299	499
435	300	773
436	301	549
437	302	632
438	303	85
439	304	1113
440	305	728
441	306	435
442	307	720
443	308	993
444	309	613
445	310	770
446	311	603
455	312	274
456	313	410
457	314	1115
458	315	411
459	316	1026
460	317	248
461	318	426
462	319	887
463	320	123
464	321	1105
465	322	191
466	323	682
467	324	802
468	325	763
469	326	772
470	327	302
471	328	272
472	329	1199
473	330	645
474	331	943
475	332	283
476	333	117
477	334	307
478	335	18
487	336	575
488	337	306
489	338	70
490	339	794
491	340	1183
492	341	1176
493	342	950
494	343	15
495	344	907
496	345	823
497	346	844
498	347	200
499	348	1086
500	349	603
501	350	980
502	351	477
503	352	379
504	353	881
505	354	758
506	355	55
507	356	514
508	357	655
509	358	535
510	359	1113
519	360	76
520	361	440
521	362	548
522	363	537
523	364	1174
524	365	979
525	366	1139
526	367	262
527	368	8
528	369	996
529	370	230
530	371	757
531	372	1051
532	373	315
